Gravedad_Indicador_Tradicional,Dia_Semana_Acc,Localidad,Clase_Acc,Elemento_Choque,Con_Bicicleta,Con_Carga,Con_Embriaguez,Con_Huecos,Con_Menores,Con_Moto,Con_Peaton,Con_Persona_Mayor,Con_Rutas,Con_Tpi,Con_Tpp,Con_Velocidad,Con_Sitp,Con_Troncal,Con_Alimentador,Con_Zonal,Con_Provisional,Con_Articulado,Con_Biarticulado,Con_Padron_Dual,Con_Servicio_Especial,Con_Taxi,Severidad_Num,Accidente_Grave,Total_Factores_Riesgo,Es_Fin_de_Semana,Dia_Semana_Acc_Enc,Localidad_Enc,Clase_Acc_Enc,Elemento_Choque_Enc
Con Heridos,viernes,CHAPINERO,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,4,0,6,4,1,0
Con Heridos,lunes,PUENTE ARANDA,Caida de ocupante,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,10,1,0
Solo Daños,sábado,USME,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,19,2,4
Con Heridos,jueves,BOSA,Choque,Vehículo,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,1,2,2,4
Con Heridos,viernes,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,6,5,2,4
Con Heridos,domingo,KENNEDY,Atropello,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,1,0,8,0,0
Con Heridos,martes,USME,Choque,Vehículo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,19,2,4
Con Heridos,viernes,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,6,5,2,4
Solo Daños,martes,USAQUÉN,Choque,Vehículo,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,18,2,4
Con Heridos,domingo,SAN CRISTÓBAL,Choque,Vehículo,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,12,2,4
Solo Daños,sábado,BARRIOS UNIDOS,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,5,1,2,4
Con Heridos,miércoles,ANTONIO NARIÑO,Caida de ocupante,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,4,0,1,0
Solo Daños,martes,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,3,8,2,4
Con Heridos,domingo,USME,Choque,Vehículo,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,19,2,4
Solo Daños,lunes,SUBA,Choque,Vehículo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,14,2,4
Con Heridos,martes,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,5,2,4
Con Heridos,lunes,RAFAEL URIBE URIBE,Atropello,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,11,0,0
Con Heridos,martes,BARRIOS UNIDOS,Volcamiento,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,5,0
Con Heridos,martes,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,6,2,4
Con Heridos,domingo,RAFAEL URIBE URIBE,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,11,2,4
Solo Daños,miércoles,FONTIBÓN,Choque,Objeto Fijo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7,2,1
Con Heridos,domingo,SUBA,Choque,Vehículo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,14,2,4
Con Heridos,sábado,KENNEDY,Choque,Vehículo,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,5,8,2,4
Solo Daños,jueves,ANTONIO NARIÑO,Choque,Vehículo,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,2,4
Con Heridos,domingo,SANTA FE,Caida de ocupante,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,1,0,13,1,0
Con Heridos,jueves,CHAPINERO,Volcamiento,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,5,0
Solo Daños,lunes,CHAPINERO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,2,4,2,4
Con Heridos,viernes,BOSA,Choque,Vehículo,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,6,2,2,4
Solo Daños,lunes,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,2,13,2,4
Solo Daños,lunes,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,2,6,2,4
Solo Daños,lunes,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,2,16,2,4
Con Heridos,miércoles,SAN CRISTÓBAL,Caida de ocupante,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,4,12,1,0
Con Heridos,lunes,SANTA FE,Choque,Objeto Fijo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,13,2,1
Solo Daños,viernes,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,6,0,6,6,2,4
Solo Daños,miércoles,RAFAEL URIBE URIBE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,11,2,4
Solo Daños,lunes,KENNEDY,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,2,8,2,4
Con Heridos,martes,CHAPINERO,Choque,Vehículo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,4,2,4
Con Heridos,jueves,ANTONIO NARIÑO,Choque,Vehículo,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,4
Con Heridos,martes,USAQUÉN,Atropello,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,18,0,0
Solo Daños,miércoles,RAFAEL URIBE URIBE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,6,0,4,11,2,4
Con Heridos,jueves,RAFAEL URIBE URIBE,Volcamiento,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,11,5,0
Solo Daños,viernes,CHAPINERO,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,6,4,2,4
Con Heridos,miércoles,PUENTE ARANDA,Otro,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,4,0,4,10,4,0
Con Heridos,lunes,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,5,0,2,1,2,4
Con Heridos,jueves,BARRIOS UNIDOS,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,4
Con Heridos,sábado,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,16,2,4
Solo Daños,viernes,TUNJUELITO,Choque,Vehículo,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,17,2,4
Solo Daños,martes,CIUDAD BOLÍVAR,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,5,2,1
Solo Daños,jueves,USAQUÉN,Choque,Vehículo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,2,4
Con Heridos,lunes,SUBA,Choque,Vehículo,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,14,2,4
Solo Daños,martes,CIUDAD BOLÍVAR,Choque,Vehículo,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,2,4
Con Heridos,domingo,ANTONIO NARIÑO,Choque,Vehículo,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,0,0,2,4
Con Heridos,sábado,FONTIBÓN,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,7,2,4
Con Heridos,sábado,ENGATIVÁ,Choque,Vehículo,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,5,6,2,4
Con Muertos,lunes,PUENTE ARANDA,Atropello,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,10,0,0
Solo Daños,lunes,SAN CRISTÓBAL,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,2,12,2,4
Con Heridos,jueves,SUBA,Atropello,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,14,0,0
Con Heridos,viernes,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,6,6,2,4
Solo Daños,jueves,BOSA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,4
Con Muertos,martes,KENNEDY,Atropello,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,8,0,0
Con Heridos,martes,SANTA FE,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,5,0,3,13,2,4
Con Heridos,jueves,SAN CRISTÓBAL,Choque,Vehículo,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,12,2,4
Con Muertos,lunes,SUBA,Choque,Vehículo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,14,2,4
Con Heridos,sábado,SANTA FE,Atropello,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,5,13,0,0
Solo Daños,miércoles,SUBA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,14,2,4
Con Heridos,sábado,USME,Choque,Vehículo,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,5,19,2,4
Con Muertos,sábado,KENNEDY,Atropello,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,5,8,0,0
Solo Daños,sábado,LOS MÁRTIRES,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,5,9,2,4
Con Heridos,jueves,KENNEDY,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,4,0,1,8,2,4
Con Heridos,viernes,PUENTE ARANDA,Choque,Vehículo,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,6,10,2,4
Con Heridos,viernes,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,6,7,2,4
Solo Daños,lunes,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,2,4
Con Heridos,martes,BOSA,Atropello,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,2,0,0
Con Heridos,lunes,ANTONIO NARIÑO,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0
Con Heridos,jueves,BOSA,Choque,Vehículo,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,2,4
Con Heridos,viernes,SANTA FE,Atropello,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,6,13,0,0
Con Heridos,lunes,LOS MÁRTIRES,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,9,2,4
Con Heridos,lunes,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3,0,2,5,2,4
Con Heridos,miércoles,PUENTE ARANDA,Choque,Vehículo,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,10,2,4
Solo Daños,sábado,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,5,16,2,4
Solo Daños,martes,SUBA,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,14,2,4
Solo Daños,lunes,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,16,2,4
Solo Daños,lunes,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,5,0,2,2,2,4
Con Heridos,miércoles,PUENTE ARANDA,Choque,Vehículo,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,10,2,4
Solo Daños,lunes,USME,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,2,19,2,4
Con Heridos,lunes,SUBA,Caida de ocupante,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,4,0,2,14,1,0
Con Heridos,lunes,PUENTE ARANDA,Atropello,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,10,0,0
Solo Daños,lunes,CHAPINERO,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,2,1
Con Muertos,sábado,KENNEDY,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,8,2,4
Solo Daños,lunes,PUENTE ARANDA,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,1
Con Heridos,viernes,USAQUÉN,Atropello,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,18,0,0
Con Muertos,miércoles,KENNEDY,Atropello,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,8,0,0
Con Heridos,domingo,SAN CRISTÓBAL,Choque,Vehículo,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,6,1,0,12,2,4
Con Heridos,viernes,ANTONIO NARIÑO,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3,0,6,0,1,0
Solo Daños,jueves,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,2,4
Con Heridos,sábado,SAN CRISTÓBAL,Choque,Vehículo,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,6,1,5,12,2,4
Con Heridos,lunes,BARRIOS UNIDOS,Choque,Vehículo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,2,4
Solo Daños,miércoles,SAN CRISTÓBAL,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,4,12,2,1
Solo Daños,miércoles,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,4
Solo Daños,miércoles,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,4,10,2,4
Solo Daños,viernes,RAFAEL URIBE URIBE,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,6,11,2,4
Solo Daños,domingo,CHAPINERO,Choque,Objeto Fijo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,1
Con Heridos,martes,PUENTE ARANDA,Atropello,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,10,0,0
Con Heridos,miércoles,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,0,4,16,2,4
Con Heridos,jueves,CIUDAD BOLÍVAR,Atropello,,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,7,0,1,5,0,0
Solo Daños,lunes,FONTIBÓN,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,7,2,4
Solo Daños,miércoles,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,5,2,4
Con Heridos,jueves,RAFAEL URIBE URIBE,Atropello,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,1,11,0,0
Solo Daños,sábado,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,5,5,2,4
Con Heridos,domingo,BOSA,Choque,Vehículo,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,2,4
Con Heridos,viernes,SUBA,Atropello,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,6,14,0,0
Solo Daños,jueves,BARRIOS UNIDOS,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,2,4
Con Heridos,martes,KENNEDY,Atropello,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,8,0,0
Con Heridos,jueves,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,6,0,1,1,2,4
Con Heridos,miércoles,PUENTE ARANDA,Atropello,,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,5,0,4,10,0,0
Con Heridos,domingo,BARRIOS UNIDOS,Volcamiento,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,5,0
Con Muertos,domingo,SANTA FE,Atropello,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,13,0,0
Con Heridos,sábado,SANTA FE,Atropello,,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,5,1,5,13,0,0
Con Heridos,martes,FONTIBÓN,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,3,0,3,7,1,0
Con Heridos,miércoles,CHAPINERO,Choque,Objeto Fijo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,4,2,1
Con Heridos,martes,SUBA,Atropello,,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,5,0,3,14,0,0
Con Heridos,lunes,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,10,2,4
Solo Daños,viernes,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,6,2,2,4
Solo Daños,viernes,USAQUÉN,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,6,18,2,4
Con Heridos,lunes,BARRIOS UNIDOS,Choque,Vehículo,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,2,1,2,4
Con Heridos,lunes,TEUSAQUILLO,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,2,16,2,4
Solo Daños,martes,FONTIBÓN,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,2,4
Con Heridos,lunes,CIUDAD BOLÍVAR,Atropello,,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,5,0,0
Solo Daños,martes,KENNEDY,Choque,Vehículo,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,3,8,2,4
Con Heridos,jueves,SANTA FE,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,4,0,1,13,1,0
Solo Daños,viernes,SUBA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,5,0,6,14,2,4
Con Muertos,sábado,BOSA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,2,2,4
Con Heridos,miércoles,USME,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,4,19,2,4
Solo Daños,sábado,KENNEDY,Choque,Vehículo,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,8,2,4
Solo Daños,domingo,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,7,2,4
Con Heridos,viernes,BOSA,Caida de ocupante,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,4,0,6,2,1,0
Con Heridos,domingo,SUBA,Otro,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,4,1,0,14,4,0
Con Heridos,miércoles,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,7,2,4
Con Heridos,jueves,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,4
Con Heridos,jueves,SUBA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,14,2,4
Con Muertos,miércoles,PUENTE ARANDA,Atropello,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,4,0,4,10,0,0
Con Heridos,viernes,USAQUÉN,Choque,Vehículo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,6,18,2,4
Con Heridos,miércoles,KENNEDY,Atropello,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,8,0,0
Con Heridos,lunes,RAFAEL URIBE URIBE,Choque,Vehículo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,11,2,4
Con Heridos,miércoles,ANTONIO NARIÑO,Atropello,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,0,0,0
Solo Daños,sábado,KENNEDY,Choque,Objeto Fijo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,8,2,1
Con Heridos,miércoles,CHAPINERO,Choque,Vehículo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,4,2,4
Con Heridos,miércoles,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,9,2,4
Con Heridos,jueves,FONTIBÓN,Choque,Vehículo,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,7,2,4
Con Heridos,martes,BARRIOS UNIDOS,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0
Con Heridos,sábado,TUNJUELITO,Atropello,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,17,0,0
Con Heridos,martes,USME,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3,19,2,4
