Gravedad_Indicador_Tradicional,Dia_Semana_Acc,Localidad,Clase_Acc,Elemento_Choque,Con_Bicicleta,Con_Carga,Con_Embriaguez,Con_Huecos,Con_Menores,Con_Moto,Con_Peaton,Con_Persona_Mayor,Con_Rutas,Con_Tpi,Con_Tpp,Con_Velocidad,Con_Sitp,Con_Troncal,Con_Alimentador,Con_Zonal,Con_Provisional,Con_Articulado,Con_Biarticulado,Con_Padron_Dual,Con_Servicio_Especial,Con_Taxi,Severidad_Num,Accidente_Grave,Total_Factores_Riesgo,Es_Fin_de_Semana,Dia_Semana_Acc_Enc,Localidad_Enc,Clase_Acc_Enc,Elemento_Choque_Enc
Solo Daños,viernes,SAN CRISTÓBAL,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,2,4
Solo Daños,jueves,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,4
Con Heridos,sábado,RAFAEL URIBE URIBE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,5,11,2,4
Solo Daños,viernes,FONTIBÓN,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,2,4
Solo Daños,sábado,SUBA,Choque,Vehículo,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,14,2,4
Solo Daños,sábado,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,5,7,2,4
Solo Daños,sábado,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2,4
Con Heridos,miércoles,BARRIOS UNIDOS,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,1,2,4
Solo Daños,miércoles,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,16,2,4
Con Heridos,sábado,LOS MÁRTIRES,Atropello,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,5,9,0,0
Solo Daños,domingo,SUBA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2,4
Solo Daños,miércoles,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,4,6,2,4
Solo Daños,miércoles,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,13,2,4
Solo Daños,domingo,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2,4
Solo Daños,viernes,FONTIBÓN,Choque,Vehículo,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,7,2,4
Con Heridos,domingo,KENNEDY,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,8,2,4
Con Heridos,miércoles,SAN CRISTÓBAL,Choque,Vehículo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,12,2,4
Con Heridos,jueves,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,18,2,4
Con Heridos,domingo,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,1,0,9,2,4
Solo Daños,jueves,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,2,4
Con Heridos,sábado,BARRIOS UNIDOS,Atropello,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,0,0
Con Heridos,lunes,FONTIBÓN,Caida de ocupante,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,7,1,0
Solo Daños,viernes,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,6,1,2,4
Solo Daños,martes,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,4
Con Heridos,martes,TUNJUELITO,Choque,Vehículo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,17,2,4
Con Heridos,viernes,KENNEDY,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,6,8,2,4
Solo Daños,domingo,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,2,4
Con Heridos,lunes,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,9,2,4
Solo Daños,lunes,BOSA,Choque,Vehículo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,4
Con Heridos,jueves,ANTONIO NARIÑO,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,4
Solo Daños,viernes,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,18,2,4
Con Heridos,domingo,FONTIBÓN,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,7,2,4
Solo Daños,martes,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,2,4
Solo Daños,jueves,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,2,4
Con Heridos,viernes,CHAPINERO,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,6,4,2,4
Con Heridos,viernes,TEUSAQUILLO,Atropello,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,6,16,0,0
Con Heridos,miércoles,SUBA,Choque,Vehículo,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,4,14,2,4
Con Heridos,jueves,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,6,2,4
Solo Daños,viernes,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,4
Solo Daños,domingo,PUENTE ARANDA,Choque,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,0
Solo Daños,lunes,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,2,4
Con Heridos,martes,KENNEDY,Choque,Vehículo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,8,2,4
Solo Daños,jueves,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,13,2,4
Solo Daños,martes,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,3,10,2,4
Con Heridos,lunes,KENNEDY,Caida de ocupante,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,4,0,2,8,1,0
Solo Daños,martes,PUENTE ARANDA,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,10,2,4
Solo Daños,sábado,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,5,1,5,9,2,4
Solo Daños,sábado,SAN CRISTÓBAL,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,2,1
Con Heridos,miércoles,KENNEDY,Choque,Vehículo,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,6,0,4,8,2,4
Con Muertos,lunes,SANTA FE,Atropello,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,13,0,0
Con Muertos,domingo,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,0,9,2,4
Solo Daños,lunes,PUENTE ARANDA,Choque,Objeto Fijo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,10,2,1
Solo Daños,domingo,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,2,4
Con Heridos,jueves,TEUSAQUILLO,Volcamiento,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,16,5,0
Solo Daños,miércoles,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,4,8,2,4
Solo Daños,jueves,USAQUÉN,Choque,Vehículo,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,18,2,4
Solo Daños,viernes,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,6,18,2,4
Solo Daños,miércoles,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2,4
Solo Daños,sábado,FONTIBÓN,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,2,4
Solo Daños,jueves,SUBA,Choque,Vehículo,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,14,2,4
Solo Daños,miércoles,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,2,2,4
Con Heridos,sábado,KENNEDY,Choque,Vehículo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,5,8,2,4
Con Heridos,sábado,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,5,6,2,4
Solo Daños,miércoles,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,4,5,2,4
Con Heridos,viernes,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,1,2,4
Solo Daños,jueves,PUENTE ARANDA,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,2,4
Con Heridos,domingo,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,8,2,4
Solo Daños,domingo,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,2,4
Solo Daños,miércoles,KENNEDY,Choque,Vehículo,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,8,2,4
Solo Daños,lunes,TUNJUELITO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,17,2,4
Solo Daños,viernes,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,18,2,4
Con Muertos,sábado,RAFAEL URIBE URIBE,Atropello,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,5,11,0,0
Solo Daños,domingo,CHAPINERO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,4
Con Heridos,domingo,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,2,4
Solo Daños,jueves,CIUDAD BOLÍVAR,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,2,4
Solo Daños,jueves,USME,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,19,2,4
Solo Daños,domingo,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,4
Solo Daños,martes,USAQUÉN,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,18,2,4
Con Heridos,lunes,KENNEDY,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3,0,2,8,1,0
Con Heridos,miércoles,SUBA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,14,2,4
Solo Daños,jueves,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,2,4
Con Heridos,sábado,SUBA,Choque,Vehículo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,14,2,4
Con Heridos,jueves,USAQUÉN,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,18,2,4
Con Heridos,miércoles,USME,Atropello,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,19,0,0
Solo Daños,martes,FONTIBÓN,Choque,Vehículo,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,2,4
Con Heridos,viernes,SAN CRISTÓBAL,Volcamiento,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,12,5,0
Con Heridos,sábado,KENNEDY,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,8,2,4
Con Heridos,viernes,CHAPINERO,Atropello,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,4,0,0
Solo Daños,domingo,PUENTE ARANDA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,10,2,4
Con Heridos,miércoles,LOS MÁRTIRES,Atropello,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,9,0,0
Solo Daños,martes,BOSA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,2,2,4
Con Heridos,miércoles,CIUDAD BOLÍVAR,Choque,Vehículo,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,4,5,2,4
Solo Daños,lunes,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,2,8,2,4
Solo Daños,viernes,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,8,2,4
Solo Daños,viernes,RAFAEL URIBE URIBE,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,11,2,4
Con Heridos,lunes,TEUSAQUILLO,Atropello,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,16,0,0
Solo Daños,sábado,BOSA,Choque,Vehículo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,2,4
Con Heridos,miércoles,SUBA,Atropello,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,14,0,0
Con Heridos,domingo,ANTONIO NARIÑO,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,2,4
Solo Daños,miércoles,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,2,4
Solo Daños,sábado,KENNEDY,Choque,Vehículo,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,8,2,4
Con Heridos,jueves,ANTONIO NARIÑO,Choque,Vehículo,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,4
Con Heridos,martes,USME,Caida de ocupante,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,3,19,1,0
Solo Daños,lunes,ENGATIVÁ,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,2,4
Con Heridos,miércoles,KENNEDY,Choque,Vehículo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,8,2,4
Con Heridos,sábado,BOSA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,2,2,4
Solo Daños,miércoles,ANTONIO NARIÑO,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,2,4
Con Heridos,sábado,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,5,9,2,4
Solo Daños,sábado,ENGATIVÁ,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,4
Con Heridos,domingo,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,18,2,4
Solo Daños,miércoles,ANTONIO NARIÑO,Choque,Objeto Fijo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,1
Solo Daños,martes,ENGATIVÁ,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,3,6,2,4
Con Heridos,jueves,BARRIOS UNIDOS,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,1,1,2,4
Con Heridos,jueves,SANTA FE,Atropello,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,13,0,0
Solo Daños,domingo,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,5,1,0,1,2,4
Con Heridos,sábado,SUBA,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,14,2,4
Solo Daños,lunes,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,7,2,4
Con Heridos,viernes,SAN CRISTÓBAL,Choque,Vehículo,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,6,12,2,4
Solo Daños,lunes,SANTA FE,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,2,13,2,4
Solo Daños,viernes,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,6,18,2,4
Con Heridos,miércoles,SUBA,Atropello,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,14,0,0
Con Heridos,jueves,ENGATIVÁ,Choque,Vehículo,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,6,2,4
Solo Daños,lunes,PUENTE ARANDA,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,2,4
Con Heridos,domingo,SUBA,Atropello,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,14,0,0
Solo Daños,lunes,LOS MÁRTIRES,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,2,4
Con Heridos,martes,SUBA,Atropello,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,14,0,0
Solo Daños,viernes,USAQUÉN,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,18,2,4
Solo Daños,jueves,FONTIBÓN,Choque,Vehículo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,2,4
Con Heridos,miércoles,SANTA FE,Choque,Vehículo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,13,2,4
Solo Daños,lunes,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,18,2,4
Con Heridos,martes,USME,Caida de ocupante,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,3,0,3,19,1,0
Con Heridos,lunes,TEUSAQUILLO,Caida de ocupante,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,16,1,0
Con Heridos,martes,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,2,4
Con Heridos,sábado,RAFAEL URIBE URIBE,Caida de ocupante,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,4,1,5,11,1,0
Solo Daños,viernes,BARRIOS UNIDOS,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,4
Con Heridos,martes,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,6,2,4
Solo Daños,miércoles,KENNEDY,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,2,4
Solo Daños,martes,LOS MÁRTIRES,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,4
Con Heridos,viernes,KENNEDY,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,6,8,2,4
Con Heridos,miércoles,TEUSAQUILLO,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,16,2,4
Con Heridos,jueves,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,7,2,4
Con Muertos,miércoles,CIUDAD BOLÍVAR,Volcamiento,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,5,5,0
Solo Daños,martes,KENNEDY,Choque,Vehículo,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,8,2,4
Con Heridos,jueves,KENNEDY,Atropello,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,8,0,0
Con Heridos,jueves,LOS MÁRTIRES,Choque,Vehículo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,9,2,4
Con Heridos,viernes,TEUSAQUILLO,Atropello,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,16,0,0
Solo Daños,viernes,CANDELARIA,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,2,4
Solo Daños,lunes,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,2,4
Solo Daños,jueves,USAQUÉN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,4
Solo Daños,miércoles,FONTIBÓN,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,4
Con Heridos,miércoles,ENGATIVÁ,Choque,Vehículo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,2,4
Solo Daños,sábado,KENNEDY,Choque,Vehículo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,5,8,2,4
